"","Player","Season","Age","Tm","WS","G","GS","MP","MPG","FG","FGPG","FGA","FGAPG","X2P","X2PPG","X2PA","X2PAPG","X3P","X3PPG","X3PA","X3PAPG","FT","FTPG","FTA","FTAPG","DRB","DRBPG","ORB","ORBPG","TRB","TRBPG","AST","APG","STL","SPG","BLK","BPG","TOV","TPG","PF","PFPG","PTS","PPG","FG.","FT.","X2P.","X3P.","eFG.","APM","RAPM","Salary"
"81","Kalani Brown",2019,22,"LAS",1.2,28,0,377,13.4642857142857,54,1.92857142857143,113,4.03571428571429,54,1.92857142857143,112,4,0,0,1,0.0357142857142857,36,1.28571428571429,46,1.64285714285714,64,2.28571428571429,34,1.21428571428571,98,3.5,17,0.607142857142857,9,0.321428571428571,22,0.785714285714286,29,1.03571428571429,47,1.67857142857143,144,5.14285714285714,0.478,0.783,0.482,0,0.478,0.793334924781628,0.036756312878108,49539
"82","Kaleena Mosqueda-Lewis",2019,25,"SEA",-0.1,31,4,435,14.0322580645161,65,2.09677419354839,163,5.25806451612903,37,1.19354838709677,81,2.61290322580645,28,0.903225806451613,82,2.64516129032258,14,0.451612903225806,14,0.451612903225806,27,0.870967741935484,9,0.290322580645161,36,1.16129032258065,16,0.516129032258065,8,0.258064516129032,5,0.161290322580645,36,1.16129032258065,40,1.29032258064516,172,5.54838709677419,0.399,1,0.457,0.341,0.485,3.32591134585061,0.189987006894065,70000
"83","Karima Christmas-Kelly",2019,29,"MIN",0,6,0,72,12,5,0.833333333333333,18,3,2,0.333333333333333,7,1.16666666666667,3,0.5,11,1.83333333333333,3,0.5,5,0.833333333333333,4,0.666666666666667,1,0.166666666666667,5,0.833333333333333,6,1,5,0.833333333333333,1,0.166666666666667,4,0.666666666666667,8,1.33333333333333,16,2.66666666666667,0.278,0.6,0.286,0.273,0.361,-3.41929698492042,-0.191435870498652,102000
"84","Karlie Samuelson",2019,24,"TOT",0,7,0,84,12,3,0.428571428571429,14,2,0,0,2,0.285714285714286,3,0.428571428571429,12,1.71428571428571,0,0,0,0,3,0.428571428571429,1,0.142857142857143,4,0.571428571428571,5,0.714285714285714,3,0.428571428571429,1,0.142857142857143,0,0,8,1.14285714285714,9,1.28571428571429,0.214,NA,0,0.25,0.321,5.16330501262742,0.405420018261008,NA
"85","Katie Lou Samuelson",2019,22,"CHI",0.3,20,0,153,7.65,12,0.6,38,1.9,4,0.2,9,0.45,8,0.4,29,1.45,16,0.8,20,1,13,0.65,4,0.2,17,0.85,7,0.35,6,0.3,2,0.1,5,0.25,15,0.75,48,2.4,0.316,0.8,0.444,0.276,0.421,8.2731070850987,1.10613556795971,53537
"86","Kayla Alexander",2019,28,"CHI",0.1,3,0,20,6.66666666666667,3,1,4,1.33333333333333,3,1,4,1.33333333333333,0,0,0,0,3,1,4,1.33333333333333,5,1.66666666666667,2,0.666666666666667,7,2.33333333333333,1,0.333333333333333,0,0,0,0,1,0.333333333333333,3,1,9,3,0.75,0.75,0.75,NA,0.75,-11.1394344892285,-0.488372260649732,6069
"87","Kayla McBride",2019,27,"LVA",3.7,34,34,990,29.1176470588235,152,4.47058823529412,358,10.5294117647059,90,2.64705882352941,213,6.26470588235294,62,1.82352941176471,145,4.26470588235294,87,2.55882352941176,96,2.82352941176471,119,3.5,22,0.647058823529412,141,4.14705882352941,88,2.58823529411765,41,1.20588235294118,3,0.0882352941176471,59,1.73529411764706,46,1.35294117647059,453,13.3235294117647,0.425,0.906,0.423,0.428,0.511,0.143427998126325,-0.0359265272391538,115000
"88","Kayla Thornton",2019,26,"DAL",0.6,27,25,822,30.4444444444444,99,3.66666666666667,289,10.7037037037037,71,2.62962962962963,186,6.88888888888889,28,1.03703703703704,103,3.81481481481481,54,2,58,2.14814814814815,94,3.48148148148148,49,1.81481481481481,143,5.2962962962963,48,1.77777777777778,25,0.925925925925926,8,0.296296296296296,44,1.62962962962963,60,2.22222222222222,280,10.3703703703704,0.343,0.931,0.382,0.272,0.391,1.24016415506464,0.361691704110983,86000
"89","Kelsey Mitchell",2019,23,"IND",1.1,34,20,852,25.0588235294118,167,4.91176470588235,432,12.7058823529412,88,2.58823529411765,221,6.5,79,2.32352941176471,211,6.20588235294118,51,1.5,61,1.79411764705882,52,1.52941176470588,4,0.117647058823529,56,1.64705882352941,90,2.64705882352941,15,0.441176470588235,4,0.117647058823529,57,1.67647058823529,57,1.67647058823529,464,13.6470588235294,0.387,0.836,0.398,0.374,0.478,7.60466312062808,0.988808885115507,53616
"90","Kelsey Plum",2019,24,"LVA",1.2,34,30,868,25.5294117647059,107,3.14705882352941,293,8.61764705882353,62,1.82352941176471,168,4.94117647058824,45,1.32352941176471,125,3.67647058823529,34,1,39,1.14705882352941,82,2.41176470588235,15,0.441176470588235,97,2.85294117647059,102,3,27,0.794117647058823,4,0.117647058823529,53,1.55882352941176,76,2.23529411764706,293,8.61764705882353,0.365,0.872,0.369,0.36,0.442,-0.076743648127507,-0.0466541533303482,57886
"91","Kenisha Bell",2019,23,"MIN",0,3,0,11,3.66666666666667,0,0,1,0.333333333333333,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0,1,0.333333333333333,0,0,1,0.333333333333333,1,0.333333333333333,0,0,0,0,1,0.333333333333333,1,0.333333333333333,0,0,0,NA,NA,0,0,7.30700200316208,0.2354770186678,NA
"92","Kennedy Burke",2019,22,"IND",0.6,31,7,423,13.6451612903226,45,1.45161290322581,117,3.7741935483871,31,1,77,2.48387096774194,14,0.451612903225806,40,1.29032258064516,31,1,44,1.41935483870968,27,0.870967741935484,18,0.580645161290323,45,1.45161290322581,22,0.709677419354839,18,0.580645161290323,10,0.32258064516129,21,0.67741935483871,30,0.967741935483871,135,4.35483870967742,0.385,0.705,0.403,0.35,0.444,7.01749383299102,0.809181980242481,41965
"93","Kia Nurse",2019,23,"NYL",1.9,34,34,1001,29.4411764705882,142,4.17647058823529,361,10.6176470588235,77,2.26470588235294,177,5.20588235294118,65,1.91176470588235,184,5.41176470588235,116,3.41176470588235,133,3.91176470588235,66,1.94117647058824,19,0.558823529411765,85,2.5,78,2.29411764705882,25,0.735294117647059,4,0.117647058823529,56,1.64705882352941,60,1.76470588235294,465,13.6764705882353,0.393,0.872,0.435,0.353,0.483,9.41302592790815,1.88849226188895,44273
"94","Kim Mestdagh",2019,29,"WAS",0.1,15,0,71,4.73333333333333,7,0.466666666666667,18,1.2,1,0.0666666666666667,3,0.2,6,0.4,15,1,2,0.133333333333333,2,0.133333333333333,3,0.2,1,0.0666666666666667,4,0.266666666666667,6,0.4,2,0.133333333333333,0,0,6,0.4,5,0.333333333333333,22,1.46666666666667,0.389,1,0.333,0.4,0.556,-8.82307106057585,-0.665269250880783,41965
"95","Kristi Toliver",2019,32,"WAS",3.3,23,23,678,29.4782608695652,116,5.04347826086957,235,10.2173913043478,80,3.47826086956522,135,5.8695652173913,36,1.56521739130435,100,4.34782608695652,30,1.30434782608696,35,1.52173913043478,56,2.43478260869565,11,0.478260869565217,67,2.91304347826087,137,5.95652173913043,27,1.17391304347826,2,0.0869565217391304,47,2.04347826086957,31,1.34782608695652,298,12.9565217391304,0.494,0.857,0.593,0.36,0.57,-3.18410160966448,-0.627756068371014,115000
"96","Kristine Anigwe",2019,22,"TOT",0.1,27,0,250,9.25925925925926,22,0.814814814814815,68,2.51851851851852,22,0.814814814814815,68,2.51851851851852,0,0,0,0,22,0.814814814814815,32,1.18518518518519,38,1.40740740740741,28,1.03703703703704,66,2.44444444444444,6,0.222222222222222,9,0.333333333333333,8,0.296296296296296,17,0.62962962962963,39,1.44444444444444,66,2.44444444444444,0.324,0.688,0.324,NA,0.324,5.42843471466834,0.546330782369155,44207
"97","LaToya Sanders",2019,32,"WAS",3.4,34,34,804,23.6470588235294,87,2.55882352941176,172,5.05882352941176,87,2.55882352941176,172,5.05882352941176,0,0,0,0,33,0.970588235294118,37,1.08823529411765,142,4.17647058823529,44,1.29411764705882,186,5.47058823529412,66,1.94117647058824,30,0.882352941176471,47,1.38235294117647,30,0.882352941176471,71,2.08823529411765,207,6.08823529411765,0.506,0.892,0.506,NA,0.506,7.56722945608762,1.61981581274571,115000
"98","Layshia Clarendon",2019,28,"CON",0.6,9,0,138,15.3333333333333,18,2,43,4.77777777777778,16,1.77777777777778,41,4.55555555555556,2,0.222222222222222,2,0.222222222222222,18,2,21,2.33333333333333,15,1.66666666666667,7,0.777777777777778,22,2.44444444444444,19,2.11111111111111,3,0.333333333333333,0,0,8,0.888888888888889,7,0.777777777777778,56,6.22222222222222,0.419,0.857,0.39,1,0.442,-0.411455748051121,0.116644645191037,93400
"99","Leilani Mitchell",2019,34,"PHO",3.5,32,27,971,30.34375,134,4.1875,304,9.5,60,1.875,132,4.125,74,2.3125,172,5.375,68,2.125,82,2.5625,80,2.5,16,0.5,96,3,128,4,30,0.9375,10,0.3125,58,1.8125,78,2.4375,410,12.8125,0.441,0.829,0.455,0.43,0.563,-1.31386626434213,-0.524179183339308,96757
"100","Lexie Brown",2019,24,"MIN",1.6,33,0,605,18.3333333333333,84,2.54545454545455,209,6.33333333333333,32,0.96969696969697,74,2.24242424242424,52,1.57575757575758,135,4.09090909090909,30,0.909090909090909,38,1.15151515151515,38,1.15151515151515,7,0.212121212121212,45,1.36363636363636,47,1.42424242424242,31,0.939393939393939,1,0.0303030303030303,41,1.24242424242424,42,1.27272727272727,250,7.57575757575758,0.402,0.789,0.432,0.385,0.526,3.21841974218433,0.475738497242082,44273
"101","Liz Cambage",2019,27,"LVA",4.1,32,30,807,25.21875,196,6.125,389,12.15625,194,6.0625,377,11.78125,2,0.0625,12,0.375,116,3.625,155,4.84375,198,6.1875,63,1.96875,261,8.15625,68,2.125,19,0.59375,51,1.59375,72,2.25,88,2.75,510,15.9375,0.504,0.748,0.515,0.167,0.506,4.81120315227758,1.4948761865511,115000
"102","Maite Cazorla",2019,22,"ATL",-0.2,31,1,477,15.3870967741935,29,0.935483870967742,93,3,16,0.516129032258065,38,1.2258064516129,13,0.419354838709677,55,1.7741935483871,21,0.67741935483871,24,0.774193548387097,19,0.612903225806452,2,0.0645161290322581,21,0.67741935483871,49,1.58064516129032,18,0.580645161290323,1,0.032258064516129,29,0.935483870967742,22,0.709677419354839,92,2.96774193548387,0.312,0.875,0.421,0.236,0.382,-1.96198448354487,-0.0468012587114323,42570
"103","Maria Vadeeva",2019,20,"LAS",0.7,15,1,180,12,51,3.4,104,6.93333333333333,46,3.06666666666667,88,5.86666666666667,5,0.333333333333333,16,1.06666666666667,10,0.666666666666667,13,0.866666666666667,40,2.66666666666667,18,1.2,58,3.86666666666667,10,0.666666666666667,15,1,3,0.2,18,1.2,23,1.53333333333333,117,7.8,0.49,0.769,0.523,0.313,0.514,4.46402981341711,0.51145811295544,44273
"104","Marie Gulich",2019,25,"ATL",-0.1,31,1,349,11.258064516129,39,1.25806451612903,108,3.48387096774194,31,1,83,2.67741935483871,8,0.258064516129032,25,0.806451612903226,16,0.516129032258065,22,0.709677419354839,50,1.61290322580645,35,1.12903225806452,85,2.74193548387097,19,0.612903225806452,5,0.161290322580645,24,0.774193548387097,32,1.03225806451613,62,2,102,3.29032258064516,0.361,0.727,0.373,0.32,0.398,0.493878444772242,-0.140246033263273,44273
"105","Marina Mabrey",2019,22,"LAS",0.3,31,0,355,11.4516129032258,45,1.45161290322581,131,4.2258064516129,24,0.774193548387097,54,1.74193548387097,21,0.67741935483871,77,2.48387096774194,14,0.451612903225806,16,0.516129032258065,32,1.03225806451613,6,0.193548387096774,38,1.2258064516129,30,0.967741935483871,19,0.612903225806452,7,0.225806451612903,24,0.774193548387097,23,0.741935483870968,125,4.03225806451613,0.344,0.875,0.444,0.273,0.424,-7.44590476407481,-1.29976784109943,42570
"106","Marine Johannes",2019,24,"NYL",0.7,19,0,345,18.1578947368421,48,2.52631578947368,110,5.78947368421053,23,1.21052631578947,44,2.31578947368421,25,1.31578947368421,66,3.47368421052632,15,0.789473684210526,19,1,25,1.31578947368421,9,0.473684210526316,34,1.78947368421053,46,2.42105263157895,8,0.421052631578947,3,0.157894736842105,22,1.15789473684211,30,1.57894736842105,136,7.15789473684211,0.436,0.789,0.523,0.379,0.55,-3.99175744206693,-0.681816677898307,41965
"107","Megan Gustafson",2019,22,"DAL",0.7,25,0,238,9.52,27,1.08,55,2.2,26,1.04,46,1.84,1,0.04,9,0.36,18,0.72,20,0.8,43,1.72,20,0.8,63,2.52,7,0.28,4,0.16,6,0.24,10,0.4,26,1.04,73,2.92,0.491,0.9,0.565,0.111,0.5,7.65524579265289,1.04268448783062,34194
"108","Mercedes Russell",2019,23,"SEA",3.1,34,30,870,25.5882352941176,106,3.11764705882353,204,6,106,3.11764705882353,204,6,0,0,0,0,42,1.23529411764706,65,1.91176470588235,126,3.70588235294118,81,2.38235294117647,207,6.08823529411765,35,1.02941176470588,37,1.08823529411765,17,0.5,33,0.970588235294118,85,2.5,254,7.47058823529412,0.52,0.646,0.52,NA,0.52,-8.03622617078592,-1.31740068267984,41965
"109","Monique Billings",2019,23,"ATL",0.7,29,2,553,19.0689655172414,56,1.93103448275862,144,4.96551724137931,55,1.89655172413793,143,4.93103448275862,1,0.0344827586206897,1,0.0344827586206897,47,1.62068965517241,60,2.06896551724138,140,4.82758620689655,61,2.10344827586207,201,6.93103448275862,16,0.551724137931034,17,0.586206896551724,12,0.413793103448276,46,1.58620689655172,66,2.27586206896552,160,5.51724137931035,0.389,0.783,0.385,1,0.392,10.0386817217122,1.55355934656851,42632
"110","Morgan Tuck",2019,25,"CON",0.3,33,0,352,10.6666666666667,45,1.36363636363636,116,3.51515151515152,30,0.909090909090909,74,2.24242424242424,15,0.454545454545455,42,1.27272727272727,18,0.545454545454545,30,0.909090909090909,48,1.45454545454545,18,0.545454545454545,66,2,28,0.848484848484849,13,0.393939393939394,3,0.0909090909090909,30,0.909090909090909,44,1.33333333333333,123,3.72727272727273,0.388,0.6,0.405,0.357,0.453,-0.561626696004565,0.0594874428454124,64538
"111","Myisha Hines-Allen",2019,23,"WAS",0.3,27,0,211,7.81481481481481,25,0.925925925925926,69,2.55555555555556,19,0.703703703703704,53,1.96296296296296,6,0.222222222222222,16,0.592592592592593,7,0.259259259259259,12,0.444444444444444,33,1.22222222222222,25,0.925925925925926,58,2.14814814814815,24,0.888888888888889,9,0.333333333333333,11,0.407407407407407,21,0.777777777777778,32,1.18518518518519,63,2.33333333333333,0.362,0.583,0.358,0.375,0.406,4.35393016364359,0.326397144855861,42632
"112","Napheesa Collier",2019,22,"MIN",5.2,34,34,1131,33.2647058823529,167,4.91176470588235,341,10.0294117647059,137,4.02941176470588,258,7.58823529411765,30,0.882352941176471,83,2.44117647058824,80,2.35294117647059,101,2.97058823529412,163,4.79411764705882,60,1.76470588235294,223,6.55882352941176,87,2.55882352941176,65,1.91176470588235,32,0.941176470588235,65,1.91176470588235,99,2.91176470588235,444,13.0588235294118,0.49,0.792,0.531,0.361,0.534,-5.82550951109561,-1.29916657797377,49539
"113","Natalie Achonwa",2019,26,"IND",2.7,30,18,636,21.2,99,3.3,203,6.76666666666667,96,3.2,191,6.36666666666667,3,0.1,12,0.4,60,2,66,2.2,108,3.6,48,1.6,156,5.2,48,1.6,18,0.6,20,0.666666666666667,29,0.966666666666667,77,2.56666666666667,261,8.7,0.488,0.909,0.503,0.25,0.495,0.0540329075232749,1.37956733119683,105000
"114","Natasha Cloud",2019,27,"WAS",2.5,34,34,1093,32.1470588235294,110,3.23529411764706,279,8.20588235294118,65,1.91176470588235,141,4.14705882352941,45,1.32352941176471,138,4.05882352941176,41,1.20588235294118,60,1.76470588235294,79,2.32352941176471,6,0.176470588235294,85,2.5,189,5.55882352941176,35,1.02941176470588,7,0.205882352941176,65,1.91176470588235,69,2.02941176470588,306,9,0.394,0.683,0.461,0.326,0.475,-12.0809593513201,-2.89903944332974,115000
"115","Natasha Hiedeman",2019,22,"CON",0.8,20,0,205,10.25,24,1.2,58,2.9,11,0.55,30,1.5,13,0.65,28,1.4,12,0.6,24,1.2,23,1.15,7,0.35,30,1.5,38,1.9,8,0.4,2,0.1,13,0.65,25,1.25,73,3.65,0.414,0.5,0.367,0.464,0.526,-4.96861603441282,-0.656136929680795,NA
"116","Natasha Howard",2019,27,"SEA",4.6,34,34,1066,31.3529411764706,227,6.67647058823529,517,15.2058823529412,195,5.73529411764706,413,12.1470588235294,32,0.941176470588235,104,3.05882352941176,128,3.76470588235294,158,4.64705882352941,187,5.5,92,2.70588235294118,279,8.20588235294118,72,2.11764705882353,74,2.17647058823529,59,1.73529411764706,99,2.91176470588235,100,2.94117647058824,614,18.0588235294118,0.439,0.81,0.472,0.308,0.47,1.37111336318107,1.03213202626742,115000
"117","Nayo Raincock-Ekunwe",2019,27,"NYL",0.4,28,1,367,13.1071428571429,43,1.53571428571429,79,2.82142857142857,42,1.5,76,2.71428571428571,1,0.0357142857142857,3,0.107142857142857,16,0.571428571428571,25,0.892857142857143,38,1.35714285714286,39,1.39285714285714,77,2.75,12,0.428571428571429,8,0.285714285714286,4,0.142857142857143,22,0.785714285714286,43,1.53571428571429,103,3.67857142857143,0.544,0.64,0.553,0.333,0.551,7.56390882105004,1.42747311428772,41965
"118","Nia Coffey",2019,24,"ATL",0.2,28,6,389,13.8928571428571,47,1.67857142857143,139,4.96428571428571,25,0.892857142857143,81,2.89285714285714,22,0.785714285714286,58,2.07142857142857,23,0.821428571428571,42,1.5,55,1.96428571428571,23,0.821428571428571,78,2.78571428571429,12,0.428571428571429,14,0.5,13,0.464285714285714,21,0.75,52,1.85714285714286,139,4.96428571428571,0.338,0.548,0.309,0.379,0.417,2.46036234525392,0.555181067303714,53563
"119","Nneka Ogwumike",2019,28,"LAS",5.5,32,32,892,27.875,207,6.46875,406,12.6875,184,5.75,338,10.5625,23,0.71875,68,2.125,77,2.40625,93,2.90625,209,6.53125,73,2.28125,282,8.8125,58,1.8125,60,1.875,15,0.46875,58,1.8125,92,2.875,514,16.0625,0.51,0.828,0.544,0.338,0.538,-4.62559963432766,-1.55012141241291,115000
"120","Odyssey Sims",2019,26,"MIN",2.1,34,34,1083,31.8529411764706,189,5.55882352941176,455,13.3823529411765,164,4.82352941176471,362,10.6470588235294,25,0.735294117647059,93,2.73529411764706,89,2.61764705882353,112,3.29411764705882,90,2.64705882352941,24,0.705882352941177,114,3.35294117647059,185,5.44117647058824,46,1.35294117647059,4,0.117647058823529,112,3.29411764705882,68,2,492,14.4705882352941,0.415,0.795,0.453,0.269,0.443,2.38289463126442,0.259105072620772,115000
"121","Paris Kea",2019,23,"IND",-0.1,11,0,60,5.45454545454545,11,1,27,2.45454545454545,6,0.545454545454545,18,1.63636363636364,5,0.454545454545455,9,0.818181818181818,2,0.181818181818182,4,0.363636363636364,4,0.363636363636364,1,0.0909090909090909,5,0.454545454545455,6,0.545454545454545,1,0.0909090909090909,2,0.181818181818182,9,0.818181818181818,4,0.363636363636364,29,2.63636363636364,0.407,0.5,0.333,0.556,0.5,-2.93579000305195,-0.577282589980643,41965
"122","Rachel Banham",2019,25,"CON",-0.2,29,0,353,12.1724137931034,37,1.27586206896552,115,3.96551724137931,15,0.517241379310345,43,1.48275862068966,22,0.758620689655172,72,2.48275862068966,9,0.310344827586207,13,0.448275862068966,29,1,1,0.0344827586206897,30,1.03448275862069,26,0.896551724137931,8,0.275862068965517,2,0.0689655172413793,26,0.896551724137931,34,1.17241379310345,105,3.62068965517241,0.322,0.692,0.349,0.306,0.417,0.576245994642095,0.247095620772535,64538
"123","Rebecca Allen",2019,26,"NYL",0.6,24,2,412,17.1666666666667,65,2.70833333333333,156,6.5,36,1.5,88,3.66666666666667,29,1.20833333333333,68,2.83333333333333,13,0.541666666666667,16,0.666666666666667,49,2.04166666666667,12,0.5,61,2.54166666666667,17,0.708333333333333,12,0.5,18,0.75,17,0.708333333333333,51,2.125,172,7.16666666666667,0.417,0.813,0.409,0.426,0.51,8.63790802341433,1.289859724029,80000
"124","Renee Montgomery",2019,32,"ATL",0.9,34,34,949,27.9117647058824,107,3.14705882352941,289,8.5,39,1.14705882352941,79,2.32352941176471,68,2,210,6.17647058823529,42,1.23529411764706,51,1.5,65,1.91176470588235,9,0.264705882352941,74,2.17647058823529,90,2.64705882352941,31,0.911764705882353,6,0.176470588235294,64,1.88235294117647,51,1.5,324,9.52941176470588,0.37,0.824,0.494,0.324,0.488,-2.49836022942028,-0.389637230268905,107000
"125","Reshanda Gray",2019,26,"NYL",0.5,34,10,519,15.2647058823529,71,2.08823529411765,150,4.41176470588235,70,2.05882352941176,148,4.35294117647059,1,0.0294117647058824,2,0.0588235294117647,35,1.02941176470588,62,1.82352941176471,114,3.35294117647059,62,1.82352941176471,176,5.17647058823529,18,0.529411764705882,16,0.470588235294118,7,0.205882352941176,42,1.23529411764706,113,3.32352941176471,178,5.23529411764706,0.473,0.565,0.473,0.5,0.477,-3.81447688709256,-0.707051371486802,41965
